timestamp,soil_moisture,air_temperature,air_humidity,VPD,hour_sin,hour_cos,soil_diff_1,soil_diff_3,growth_stage
2026-01-29 21:10:00,95.0,25.1,91.0,0.2868026185984518,-0.7071067811865477,0.7071067811865474,0.0,-1.0,0
2026-01-29 21:20:00,95.0,25.2,92.0,0.25645697943325496,-0.7071067811865477,0.7071067811865474,0.0,-2.0,0
2026-01-29 21:40:00,96.0,25.8,90.0,0.3321902528348337,-0.7071067811865477,0.7071067811865474,1.0,1.0,0
2026-01-29 21:50:00,96.0,25.0,92.0,0.2534222174005478,-0.7071067811865477,0.7071067811865474,0.0,1.0,0
2026-01-29 22:10:00,96.0,25.7,92.0,0.26418290612722295,-0.5000000000000004,0.8660254037844384,0.0,1.0,0
2026-01-29 22:30:00,95.0,25.0,93.0,0.22174444022547934,-0.5000000000000004,0.8660254037844384,-1.0,-1.0,0
2026-01-29 22:40:00,95.0,25.2,91.0,0.288514101862412,-0.5000000000000004,0.8660254037844384,0.0,-1.0,0
2026-01-29 23:00:00,95.0,24.5,92.0,0.24597192407052715,-0.25881904510252157,0.9659258262890681,0.0,-1.0,0
2026-01-29 23:10:00,95.0,24.7,91.0,0.28004489200046256,-0.25881904510252157,0.9659258262890681,0.0,0.0,0
2026-01-29 23:30:00,96.0,24.2,91.0,0.2717933236430392,-0.25881904510252157,0.9659258262890681,1.0,1.0,0
2026-01-29 23:40:00,96.0,24.0,91.0,0.2685525729449001,-0.25881904510252157,0.9659258262890681,0.0,1.0,0
2026-01-30 00:00:00,96.0,24.0,90.0,0.29839174771655586,0.0,1.0,0.0,1.0,0
2026-01-30 00:10:00,96.0,24.6,90.0,0.30930813295225423,0.0,1.0,0.0,0.0,0
2026-01-30 00:30:00,96.0,24.4,91.0,0.2750681387715086,0.0,1.0,0.0,0.0,0
2026-01-30 00:40:00,96.0,24.3,92.0,0.24304573721772327,0.0,1.0,0.0,0.0,0
2026-01-30 01:00:00,96.0,24.2,93.0,0.21139480727791948,0.25881904510252074,0.9659258262890683,0.0,0.0,0
2026-01-30 01:10:00,97.0,24.1,93.0,0.21013121810402113,0.25881904510252074,0.9659258262890683,1.0,1.0,0
2026-01-30 01:30:00,96.0,23.5,94.0,0.17373184637453942,0.25881904510252074,0.9659258262890683,-1.0,0.0,0
2026-01-30 02:10:00,97.0,23.3,95.0,0.14304105648438403,0.49999999999999994,0.8660254037844387,1.0,1.0,0
2026-01-30 02:30:00,97.0,23.6,95.0,0.14565115001700102,0.49999999999999994,0.8660254037844387,0.0,0.0,0
2026-01-30 02:40:00,97.0,23.8,95.0,0.14741421525110443,0.49999999999999994,0.8660254037844387,0.0,1.0,0
2026-01-30 03:00:00,98.0,23.1,95.0,0.14132376005683067,0.7071067811865476,0.7071067811865476,1.0,1.0,0
2026-01-30 03:10:00,98.0,23.3,95.0,0.14304105648438403,0.7071067811865476,0.7071067811865476,0.0,1.0,0
2026-01-30 03:30:00,98.0,23.6,95.0,0.14565115001700102,0.7071067811865476,0.7071067811865476,0.0,1.0,0
2026-01-30 03:40:00,97.0,23.7,95.0,0.14653036873433,0.7071067811865476,0.7071067811865476,-1.0,-1.0,0
2026-01-30 04:00:00,97.0,23.0,95.0,0.14047188111985376,0.8660254037844386,0.5000000000000001,0.0,-1.0,0
2026-01-30 04:10:00,98.0,23.1,95.0,0.14132376005683067,0.8660254037844386,0.5000000000000001,1.0,0.0,0
2026-01-30 04:30:00,98.0,23.3,95.0,0.14304105648438403,0.8660254037844386,0.5000000000000001,0.0,1.0,0
2026-01-30 04:40:00,97.0,23.3,95.0,0.14304105648438403,0.8660254037844386,0.5000000000000001,-1.0,0.0,0
2026-01-30 05:00:00,97.0,23.7,95.0,0.14653036873433,0.9659258262890683,0.25881904510252074,0.0,-1.0,0
2026-01-30 05:10:00,97.0,23.0,96.0,0.11237750489588283,0.9659258262890683,0.25881904510252074,0.0,-1.0,0
2026-01-30 05:30:00,97.0,23.3,96.0,0.11443284518750696,0.9659258262890683,0.25881904510252074,0.0,0.0,0
2026-01-30 05:40:00,97.0,23.8,96.0,0.11793137220088346,0.9659258262890683,0.25881904510252074,0.0,0.0,0
2026-01-30 06:00:00,96.0,23.2,96.0,0.11374411611710578,1.0,6.123233995736766e-17,-1.0,-1.0,0
2026-01-30 06:20:00,97.0,23.6,96.0,0.11652092001360081,1.0,6.123233995736766e-17,1.0,0.0,0
2026-01-30 06:30:00,98.0,23.4,96.0,0.11512521139033449,1.0,6.123233995736766e-17,1.0,1.0,0
2026-01-30 06:40:00,98.0,23.3,96.0,0.11443284518750696,1.0,6.123233995736766e-17,0.0,2.0,0
2026-01-30 06:50:00,96.0,23.9,96.0,0.11864216807446448,1.0,6.123233995736766e-17,-2.0,-1.0,0
2026-01-30 07:10:00,98.0,23.7,95.0,0.14653036873433,0.9659258262890683,-0.25881904510252063,2.0,0.0,0
2026-01-30 07:20:00,95.0,24.0,96.0,0.11935669908662261,0.9659258262890683,-0.25881904510252063,-3.0,-3.0,0
2026-01-30 07:40:00,92.0,25.3,93.0,0.22573793134977738,0.9659258262890683,-0.25881904510252063,-3.0,-4.0,0
2026-01-30 07:50:00,92.0,27.4,85.0,0.5474801489974799,0.9659258262890683,-0.25881904510252063,0.0,-6.0,0
2026-01-30 08:10:00,89.0,30.2,72.0,1.201755251895447,0.8660254037844387,-0.4999999999999998,-3.0,-6.0,0
2026-01-30 08:20:00,88.0,34.6,58.0,2.309814632762627,0.8660254037844387,-0.4999999999999998,-1.0,-4.0,0
2026-01-30 21:20:00,49.0,26.0,90.0,0.33614398286025615,-0.7071067811865477,0.7071067811865474,-39.0,-43.0,0
2026-01-30 21:30:00,48.0,27.3,85.0,0.5442860768990796,-0.7071067811865477,0.7071067811865474,-1.0,-41.0,0
